original_text,clean_text,hashtags
"RT @londonlarge: As hard-boiled as all hell: the second London Large box set, coming soon to Kindle Unlimited.
#crimefiction #crime #thrill…",As hard-boiled hell London Large box set coming Kindle Unlimited …,"crimefiction, crime"
"RT @DrDenaGrayson: 🔥Israeli Prime Minister Benjamin Netanyahu drops his bogus “immunity” claim and is formally charged with #bribery, #frau…",Israeli Prime Minister Benjamin Netanyahu drops bogus “ immunity ” claim formally charged …,bribery
"RT @Europol: NEW OBJECTS TO TRACE! 🔍 Just a little of your time looking at these objects could save a child: https://t.co/Lu7oYs6j40

So fa…",NEW OBJECTS TO TRACE Just a time objects save a child So fa…,
The Blackhouse https://t.co/L52b9z5HTa #petermay #hebrides #crime #murder #bestseller,The Blackhouse,"petermay, hebrides, crime, murder, bestseller"
Iv got a variety of tasks with all kinds of different fetishes/kinks waiting for you losers to complete for me like… https://t.co/4USCZ0v37N,Iv a variety tasks kinds fetishes/kinks waiting losers complete like…,
RT @waynezurl: The ultimate FISH OUT OF WATER novel—a New York detective becomes a police chief in Appalachia  https://t.co/e9cDVEoAbo  FRE…,The ultimate FISH OUT OF WATER novel—a New York detective a police chief Appalachia FRE…,
David Richardson is a rapist and his friend Jamal who's last name I do not know is too ! #rape #2002 #victorville… https://t.co/23XPcWP4nj,David Richardson a rapist friend Jamal 's I …,"rape, victorville"
@parscale @TeamTrump @realDonaldTrump Ohhhhhhhh. By murdering other players on the playground. That kind of securin… https://t.co/cvRq5EgBYm,Ohhhhhhhh By murdering players playground That kind securin…,
"RT @UKInfidel: #IslamExposed: Rapejihad in Sydney: Victim Breaks Two-Decade Silence: https://t.co/l8SlWEynGd

#Australia 🇦🇺

#auspol

#rape…",Rapejihad Sydney Victim Breaks Two-Decade Silence 🇦🇺 …,"IslamExposed, Australia, auspol"
#TheBestNewTrueCrimeStories: #SerialKillers is available for the @kobo reader! #TrueCrime #books #murder… https://t.co/eZqLR2iTQo,reader …,"TheBestNewTrueCrimeStories, SerialKillers, TrueCrime, books, murder"
"RT @UKInfidel: #IslamExposed: Christians Hacked to Death in Nigeria. https://t.co/INYaL2cfNP

#Nigeria🇳🇬

#Fulani

#murder

#religionofpeac…",Christians Hacked Death Nigeria 🇳🇬 …,"IslamExposed, Nigeria, Fulani, murder"
RT @vicpdcanada: A new round of #SINscam calls is hitting Victoria &amp; #Esquimalt. This new version features a professional-sounding recorded…,A round calls hitting Victoria amp This version features a professional-sounding recorded…,"SINscam, Esquimalt"
Join us along with @StratTreasurer as we discuss the 2020 #Treasury #Fraud &amp; #Controls Survey results February 12 a… https://t.co/KR3BjwJnQg,Join discuss 2020 amp Survey results February 12 a…,"Treasury, Fraud, Controls"
"RT @andrewpain1974: Why do men get stuck in abusive relationships? In my TEDx talk, I explain what life was like, why leaving was so hard a…",Why men stuck abusive relationships In TEDx talk I explain life leaving hard a…,
"RT @Fraud_Panel: New guidance has been released from the @NCSC to help public sector, cyber security professionals and large organisations…",New guidance released public sector cyber security professionals large organisations…,
"Fighting #Fraud in #NGOs |Need to strengthen your skills &amp; confidence to prevent, detect &amp; respond to fraud, making… https://t.co/33sKPJy6Rk",Fighting |Need strengthen skills amp confidence prevent detect amp respond fraud making…,"Fraud, NGOs"
"RT @KarenAnnHopkins: Get the Kindle version of PAPER ROSES for FREE today! 📚🎉
https://t.co/7j5UYZECu4
#free #freebook #FREEBOOKS #murdermys…",Get Kindle version PAPER ROSES FREE today …,"free, freebook, FREEBOOKS"
"🚩 Warning signs to never ignore: 🚩

Your gut.
Your gut instincts.
Your gut instincts when they start to 'twang'.
Yo… https://t.co/pByPOHnJMy",Warning signs ignore Your gut Your gut instincts Your gut instincts start 'twang Yo…,
"RT @SunielvshettyU: One of the best action thriller movie #blackmail.
#15YearsOfBlackMail 
@SunielVShetty 
@ajaydevgn 
@priyankachopra 
#Di…",One action thriller movie …,"blackmail, 15YearsOfBlackMail"
"Can someone contact Trading Standards. The @Conservatives claim this is a limited edition tea towel, without giving… https://t.co/MThSD7jK06",Can contact Trading Standards The claim a limited edition tea towel giving…,
"Spot on Wes. I hope by extremists, you mean the ones #kidnapping #Palestinian #children daily and #murdering them,… https://t.co/WblaS9ZflE",Spot Wes I hope extremists daily …,"kidnapping, Palestinian, children, murdering"
"RT @ndvh: Where is the line for abuse? No one deserves to be in an unhealthy or abusive relationship, but there is a line between the two t…",Where line abuse No deserves unhealthy abusive relationship a line t…,
"RT @andrewpain1974: Why do men get stuck in abusive relationships? In my TEDx talk, I explain what life was like, why leaving was so hard a…",Why men stuck abusive relationships In TEDx talk I explain life leaving hard a…,
RT @andrewpain1974: Domestic Abuse - Not a gender issue! My TEDx talk delivered at the amazing @TEDxLeam event a few months ago. I share wh…,Domestic Abuse Not a gender issue My TEDx talk delivered amazing event a months ago I share wh…,
"@RepAdamSchiff Actually, it's about the #paytoplay #CoverUp by politicians and their msm goons, who got overly conf… https://t.co/jtonzLutIm",Actually 's politicians msm goons overly conf…,"paytoplay, CoverUp"
"It’s important to note that while women are the majority of sufferers of #domesticabuse it does affect men, too. An… https://t.co/bIDO21QLRE",It ’ s important note women majority sufferers affect men An…,domesticabuse
"RT @moodcards: I'm never wrong, I'm never changing and i'm not accountable #narcissist #abuse Find out more https://t.co/zQT50WnnaV https:/…",I 'm wrong I 'm changing i 'm accountable Find https /…,"narcissist, abuse"
"RT @StayingPutUK: Seize your chance to work for a fantastic #domesticabuse charity! We're recruiting for a number of roles including IDVAs,…",Seize chance work a fantastic charity We 're recruiting a number roles including IDVAs …,domesticabuse
"RT @UKInfidel: #IslamExposed: Sennels Effect in Limburg as Tunisian Beheads Estranged Wife: https://t.co/5dxJrtE9Zb

#BRD🇩🇪

#Germany

#Deu…",Sennels Effect Limburg Tunisian Beheads Estranged Wife 🇩🇪 …,"IslamExposed, BRD, Germany"
RT @GrahamLedger: Tonight: Educating #democrats. The #WhiteHouse defense team deconstructs the #impeachment argument. Also: The #political…,Tonight Educating The defense team deconstructs argument Also The …,"democrats, WhiteHouse, impeachment, political"
"@PeterMacKay Why did you plagiarize your campaign logo, @PeterMacKay?! 

#Theft #CopyrightInfringement #Plagiarism… https://t.co/VtMXqHMcBZ",Why plagiarize campaign logo …,"Theft, CopyrightInfringement, Plagiarism"
RT @_WickedThoughts: Come join us with this classic and learn how one of the top grossing movies Scream was actually based off a real kille…,Come join classic learn top grossing movies Scream based a real kille…,
"Why do men get stuck in abusive relationships? In my TEDx talk, I explain what life was like, why leaving was so ha… https://t.co/fRNQWcmAg8",Why men stuck abusive relationships In TEDx talk I explain life leaving ha…,
RT @GrahamLedger: Tonight: Educating #democrats. The #WhiteHouse defense team deconstructs the #impeachment argument. Also: The #political…,Tonight Educating The defense team deconstructs argument Also The …,"democrats, WhiteHouse, impeachment, political"
"RT @AnonCassi: #Justice Rochester, NY
Man Charged In Massive Ponzi Scheme—Defrauded Nearly 1000 Investors Out Of At Least $115,500,000

🌩️[…","Rochester NY Man Charged In Massive Ponzi Scheme—Defrauded Nearly 1000 Investors Out Of At Least 115,500,000 ️ …",Justice
Had so much fun on #ComedyMondayNight at @TheBrokenCity! Headliner @doomcomedy+ great host @furlonglegs #killed! Ev… https://t.co/W9WWpK0yDp,Had fun Headliner great host Ev…,"ComedyMondayNight, killed"
"RT @womensaid: Our Chair @shaistaAziz welcomes everyone to #WAConf2020 and opens today by remembering Sharron Maasz, who lost her life this…",Our Chair welcomes opens today remembering Sharron Maasz lost life this…,WAConf2020
"RT @KarenAnnHopkins: Get the Kindle version of PAPER ROSES for FREE today! 📚🎉
https://t.co/7j5UYZECu4
#free #freebook #FREEBOOKS #murdermys…",Get Kindle version PAPER ROSES FREE today …,"free, freebook, FREEBOOKS"
RT @trlr916: I’m #doing what I #have to do to #end the #abuse and get my stolen money identity and life back and if everyone hates me who #…,I ’ m I stolen money identity life back hates …,"doing, have, end, abuse"
RT @waynezurl: Sam Jenkins takes on powerful politicos in this double award winning police mystery. FREE eBook https://t.co/e9cDVEoAbo #Ten…,Sam Jenkins takes powerful politicos double award winning police mystery FREE eBook …,
"RT @DrDenaGrayson: 🔥Israeli Prime Minister Benjamin Netanyahu drops his bogus “immunity” claim and is formally charged with #bribery, #frau…",Israeli Prime Minister Benjamin Netanyahu drops bogus “ immunity ” claim formally charged …,bribery
"7 #CrimeNovels where #Murder is a shared group activity
#crimereads.com
https://t.co/9ex8g384qf",7 a shared group activity .com,"CrimeNovels, Murder, crimereads"
"RT @eithne52: #Fraud - the #BelleGibson of #Psychologists
Fantastic expose of the depths of her fakeness - 
Surely time to strip her of her…",Fantastic expose depths fakeness Surely time strip her…,"Fraud, BelleGibson, Psychologists"
"In other words, #MambaMetality means a #rape mindset.",In words means a mindset,"MambaMetality, rape"
RT @suspol_heritage: #Heritagecrime Milepost #Theft from A22 near #Halland #Sussex between 03rd &amp; 24th Jan. They are unique to the location…,Milepost A22 03rd amp 24th Jan They unique location…,"Heritagecrime, Theft, Halland, Sussex"
"RT @girlygirlsguide: Toxic people will go to great lengths to silence you. They don’t want to be exposed. 

They fear others knowing they a…",Toxic people great lengths silence They don ’ t exposed They fear knowing a…,
"#lgbt y’all still beating/bullying chicks! Cut it out! I challenge y’all to FIGHT someone who is big, strong, or sk… https://t.co/oh7EN0uvVg",y ’ beating/bullying chicks Cut I challenge y ’ FIGHT big strong sk…,lgbt
@NRWire Taking his case to Fox News to seek aid from the facist/Nazi president is the cowards way out of responsibi… https://t.co/pve3Bgd0Qc,Taking case Fox News seek aid facist/Nazi president cowards responsibi…,
"RT @UKInfidel: #IslamExposed: Soldier of Allah Reveals Genocidal Aspect of Islam in Court: https://t.co/Ucn4ovODpD

#UK #Britain 🇬🇧

#Londo…",Soldier Allah Reveals Genocidal Aspect Islam Court 🇬🇧 …,"IslamExposed, UK, Britain"
"RT @daily_trust: The @NigAirForce has said it would soon deploy more fighter jets, NAF Regiment and Special Forces personnel to troubled ar…",The deploy fighter jets NAF Regiment Special Forces personnel troubled ar…,
"Trump's 'peace plan': The #farce, the #fraud and the #fury - Al Jazeera English https://t.co/N9Exv9gBT5… https://t.co/lF75ODhFM7",Trump 's 'peace plan The Al Jazeera English,"farce, fraud, fury"
"RT @daily_trust: The @NigAirForce has said it would soon deploy more fighter jets, NAF Regiment and Special Forces personnel to troubled ar…",The deploy fighter jets NAF Regiment Special Forces personnel troubled ar…,
Dear @NathalieEW from @Ipsos stop sending me unwarranted spam to my mobile number and also providing no way to remo… https://t.co/7tiMi0d0uL,Dear stop sending unwarranted spam mobile number providing remo…,
"RT @girlygirlsguide: Toxic people will go to great lengths to silence you. They don’t want to be exposed. 

They fear others knowing they a…",Toxic people great lengths silence They don ’ t exposed They fear knowing a…,
Murder on the Mayflower https://t.co/GZzIH1Ao5x #Murder #Mayflower,Murder Mayflower,"Murder, Mayflower"
"RT @fr_hossain: #Philadelphia “Cash for kids” &gt; Poverty, Crime, .... 

https://t.co/nLmgouGy3e #childabuse #nonprofits #School #daycare @Jo…",“ Cash kids ” gt Poverty Crime ... …,"Philadelphia, childabuse, nonprofits, School, daycare"
"@realDonaldTrump So, to resolve the problem of the illegal Israeli settlements in occupied Palestinian lands, Trump… https://t.co/iDhXWWAmjI",So resolve problem illegal Israeli settlements occupied Palestinian lands Trump…,
"RT @MThriving: 🚩 Warning signs to never ignore: 🚩

""This doesn't feel right. Wait... something doesn't make sense here. This isn't what she…",Warning signs ignore `` This n't feel Wait ... n't make sense This n't she…,
"RT @girlygirlsguide: Toxic people will go to great lengths to silence you. They don’t want to be exposed. 

They fear others knowing they a…",Toxic people great lengths silence They don ’ t exposed They fear knowing a…,
